session_file,visit_index,segment_id,entered_at,exited_at,point_count,mean_speed_mps,mean_match_distance_m,elevation_m,duration_s,learning_row_source,anchor_canonical_id,anchor_individual_count,time,temperature_c,humidity_pct,dew_point_c,precip_mm,weather_code,surface_pressure,cloud_cover,timestamp_x,rain_1h_mm,rain_3h_mm,rain_6h_mm,rain_12h_mm,rain_24h_mm,rain_48h_mm,hours_since_rain,habu_capture,habu_individuals,segment_x_m,segment_y_m,bio_ネズミ_5m,bio_ネズミ_5m_nearest_m,bio_ネズミ_5m_50m_count,bio_ネズミ_5m_100m_count,bio_ネズミ_5m_250m_count,bio_ネズミ_5m_500m_count,bio_ネズミ_10m,bio_ネズミ_10m_nearest_m,bio_ネズミ_10m_50m_count,bio_ネズミ_10m_100m_count,bio_ネズミ_10m_250m_count,bio_ネズミ_10m_500m_count,bio_ネズミ_15m,bio_ネズミ_15m_nearest_m,bio_ネズミ_15m_50m_count,bio_ネズミ_15m_100m_count,bio_ネズミ_15m_250m_count,bio_ネズミ_15m_500m_count,bio_ネズミ_30m,bio_ネズミ_30m_nearest_m,bio_ネズミ_30m_50m_count,bio_ネズミ_30m_100m_count,bio_ネズミ_30m_250m_count,bio_ネズミ_30m_500m_count,bio_オットンガエル_5m,bio_オットンガエル_5m_nearest_m,bio_オットンガエル_5m_50m_count,bio_オットンガエル_5m_100m_count,bio_オットンガエル_5m_250m_count,bio_オットンガエル_5m_500m_count,bio_オットンガエル_10m,bio_オットンガエル_10m_nearest_m,bio_オットンガエル_10m_50m_count,bio_オットンガエル_10m_100m_count,bio_オットンガエル_10m_250m_count,bio_オットンガエル_10m_500m_count,bio_オットンガエル_15m,bio_オットンガエル_15m_nearest_m,bio_オットンガエル_15m_50m_count,bio_オットンガエル_15m_100m_count,bio_オットンガエル_15m_250m_count,bio_オットンガエル_15m_500m_count,bio_オットンガエル_30m,bio_オットンガエル_30m_nearest_m,bio_オットンガエル_30m_50m_count,bio_オットンガエル_30m_100m_count,bio_オットンガエル_30m_250m_count,bio_オットンガエル_30m_500m_count,bio_カエル_5m,bio_カエル_5m_nearest_m,bio_カエル_5m_50m_count,bio_カエル_5m_100m_count,bio_カエル_5m_250m_count,bio_カエル_5m_500m_count,bio_カエル_10m,bio_カエル_10m_nearest_m,bio_カエル_10m_50m_count,bio_カエル_10m_100m_count,bio_カエル_10m_250m_count,bio_カエル_10m_500m_count,bio_カエル_15m,bio_カエル_15m_nearest_m,bio_カエル_15m_50m_count,bio_カエル_15m_100m_count,bio_カエル_15m_250m_count,bio_カエル_15m_500m_count,bio_カエル_30m,bio_カエル_30m_nearest_m,bio_カエル_30m_50m_count,bio_カエル_30m_100m_count,bio_カエル_30m_250m_count,bio_カエル_30m_500m_count,bio_ヤマシギ_5m,bio_ヤマシギ_5m_nearest_m,bio_ヤマシギ_5m_50m_count,bio_ヤマシギ_5m_100m_count,bio_ヤマシギ_5m_250m_count,bio_ヤマシギ_5m_500m_count,bio_ヤマシギ_10m,bio_ヤマシギ_10m_nearest_m,bio_ヤマシギ_10m_50m_count,bio_ヤマシギ_10m_100m_count,bio_ヤマシギ_10m_250m_count,bio_ヤマシギ_10m_500m_count,bio_ヤマシギ_15m,bio_ヤマシギ_15m_nearest_m,bio_ヤマシギ_15m_50m_count,bio_ヤマシギ_15m_100m_count,bio_ヤマシギ_15m_250m_count,bio_ヤマシギ_15m_500m_count,bio_ヤマシギ_30m,bio_ヤマシギ_30m_nearest_m,bio_ヤマシギ_30m_50m_count,bio_ヤマシギ_30m_100m_count,bio_ヤマシギ_30m_250m_count,bio_ヤマシギ_30m_500m_count,bio_クロウサギ_5m,bio_クロウサギ_5m_nearest_m,bio_クロウサギ_5m_50m_count,bio_クロウサギ_5m_100m_count,bio_クロウサギ_5m_250m_count,bio_クロウサギ_5m_500m_count,bio_クロウサギ_10m,bio_クロウサギ_10m_nearest_m,bio_クロウサギ_10m_50m_count,bio_クロウサギ_10m_100m_count,bio_クロウサギ_10m_250m_count,bio_クロウサギ_10m_500m_count,bio_クロウサギ_15m,bio_クロウサギ_15m_nearest_m,bio_クロウサギ_15m_50m_count,bio_クロウサギ_15m_100m_count,bio_クロウサギ_15m_250m_count,bio_クロウサギ_15m_500m_count,bio_クロウサギ_30m,bio_クロウサギ_30m_nearest_m,bio_クロウサギ_30m_50m_count,bio_クロウサギ_30m_100m_count,bio_クロウサギ_30m_250m_count,bio_クロウサギ_30m_500m_count,highway,length_m,bearing_deg,curvature_deg,road_class_code,junction_distance_m,stream_distance_m,coast_distance_m,forest_distance_m,farmland_distance_m,residential_distance_m,hour,sin_hour,cos_hour,segment_prior_visits,moon_age_days,moon_phase_sin,moon_phase_cos,moon_illumination,fog_wmo_flag,temp_dewpoint_spread_c,fog_proxy_flag,temperature_change_3visits_c,timestamp_y,tide_height_cm,tide_change_1h_cm,tide_state_code,minutes_to_nearest_turning_tide,tide_source_available,tide_source
capture_anchor:76,-1,OSM_ro903_0_2,2026-05-24 00:13:00+09:00,2026-05-24 00:13:00+09:00,0,,8.155026695132587,,0.0,capture_gps_anchor,76,1,2026-05-24T00:00,23.3,97.0,22.8,0.0,3.0,1008.5,100.0,2026-05-24 00:00:00+09:00,0.0,0.0,2.299999999999998,9.000000000000005,12.799999999999999,40.599999999999994,4.0,1,1,-20458.984720184068,-533054.8892514219,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,residential,9.999999999967766,319.7711080459936,0.0,4.0,23.197374619767313,57.53386354762555,259.37260754332834,3354.051411622757,2920.655644524663,9857.153787460347,0.21666666666666667,0.05669278756337751,0.9983916705573488,0,6.902399135555044,0.9947839852529653,0.10200403268610538,0.4489979836569473,0,0.5,1,,2026-05-24 00:00:00+09:00,162.0,16.0,1.0,0.12,1,jma_O9_predicted
capture_anchor:77,-1,OSM_ro53_0_14,2026-05-24 00:42:00+09:00,2026-05-24 00:42:00+09:00,0,,11.129147945519634,,0.0,capture_gps_anchor,77,1,2026-05-24T01:00,23.3,97.0,22.8,0.0,3.0,1008.2,100.0,2026-05-24 01:00:00+09:00,0.0,0.0,0.2999999999999982,9.000000000000005,11.799999999999999,38.99999999999999,5.0,1,1,-21286.700270048856,-530806.2781155567,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,9.999999999988539,66.67058989495752,14.226360392139952,10.0,1374.150939262534,549.762711344248,25.840320209369136,4864.782290374313,1377.5973262424004,12039.422539902154,0.7,0.18223552549214747,0.9832549075639546,0,6.922538024444094,0.9952119311960013,0.09774053409474322,0.45112973295262837,0,0.5,1,,2026-05-24 01:00:00+09:00,169.0,7.0,1.0,0.06,1,jma_O9_predicted
capture_anchor:78,-1,OSM_ro877_0_0,2026-05-24 23:51:00+09:00,2026-05-24 23:51:00+09:00,0,,0.28320590638621096,,0.0,capture_gps_anchor,78,1,2026-05-25T00:00,23.9,95.0,23.1,0.0,2.0,1009.2,77.0,2026-05-25 00:00:00+09:00,0.0,0.0,0.09999999999999823,1.2000000000000046,1.9000000000000001,14.699999999999998,5.0,1,1,-19852.791597548865,-535533.2303178956,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,service,9.999999999999966,85.68372673614772,0.0,6.0,243.18255008666537,1238.5739286183205,35.0704303551053,2604.102639555776,5326.572770662991,7855.6304912317455,23.85,-0.03925981575906819,0.9992290362407229,0,7.887121357778398,0.9942449853424276,-0.10713033707328677,0.5535651685366434,0,0.7999999999999972,1,,2026-05-25 00:00:00+09:00,149.0,22.0,1.0,0.18,1,jma_O9_predicted
capture_anchor:84,-1,OSM_ro119_0_253,2026-06-04 21:15:00+09:00,2026-06-04 21:15:00+09:00,0,,2.1151079273106794,,0.0,capture_gps_anchor,84,1,2026-06-04T21:00,24.5,96.0,23.9,0.2,51.0,1004.7,98.0,2026-06-04 21:00:00+09:00,0.2,0.19999999999999313,0.2,2.5,3.2,4.500000000000001,0.0,1,1,-16734.864904298425,-539106.9957608997,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,secondary,9.999999999987471,104.99108477331919,0.0,5.0,125.32417160828587,288.42845990633987,140.28168806187506,2973.1658833525225,1294.2074621695715,3564.3583691671392,21.25,-0.6593458151000687,0.7518398074789775,0,18.77878802444482,-0.7538787651197335,-0.6570135519923053,0.8285067759961526,0,0.6000000000000014,1,,2026-06-04 21:00:00+09:00,173.0,16.0,1.0,0.12,1,jma_O9_predicted
capture_anchor:85,-1,OSM_ro278_0_24,2026-06-04 23:01:00+09:00,2026-06-04 23:01:00+09:00,0,,4.280437243288827,,0.0,capture_gps_anchor,85,1,2026-06-04T23:00,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,2026-06-04 23:00:00+09:00,0.5,2.499999999999993,2.5,4.0,5.5,6.800000000000001,0.0,1,1,-11701.541550524522,-535525.0195145074,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,track,10.000000000020856,296.16813836316715,0.0,8.0,39.8195943910107,195.8106676156141,354.39180743101934,316.8424976230555,3855.043248217061,4414.97893224624,23.016666666666666,-0.2546019482055278,0.9670459389139431,0,18.85239913555577,-0.7640761211474033,-0.6451260970479638,0.8225630485239819,0,0.3000000000000007,1,,2026-06-04 23:00:00+09:00,167.0,-9.0,-1.0,0.0,1,jma_O9_predicted
capture_anchor:86,-1,OSM_ro441_0_7,2026-06-04 23:04:00+09:00,2026-06-04 23:04:00+09:00,0,,5.111440828133906,,0.0,capture_gps_anchor,86,1,2026-06-04T23:00,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,2026-06-04 23:00:00+09:00,0.5,2.499999999999993,2.5,4.0,5.5,6.800000000000001,0.0,1,1,-11800.402160709857,-535470.2993769496,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,track,10.000000000000504,293.8138724844763,14.143329453508386,8.0,73.25140982666629,119.14815230619935,414.6617500773432,378.7627232030787,3856.816150046226,4437.545184332682,23.066666666666666,-0.24192189559966787,0.9702957262759965,0,18.85448246888862,-0.7643620099237518,-0.6447873430715916,0.8223936715357958,0,0.3000000000000007,1,,2026-06-04 23:00:00+09:00,167.0,-9.0,-1.0,0.0,1,jma_O9_predicted
capture_anchor:87,-1,OSM_ro146_0_242,2026-06-04 23:20:00+09:00,2026-06-04 23:20:00+09:00,0,,4.22726195542758,,0.0,capture_gps_anchor,87,1,2026-06-04T23:00,24.7,99.0,24.4,0.5,53.0,1004.8,97.0,2026-06-04 23:00:00+09:00,0.5,2.499999999999993,2.5,4.0,5.5,6.800000000000001,0.0,1,1,-11490.05960817802,-534967.0958577164,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000020362,216.9549691926508,0.0,10.0,594.276407360717,119.38906309235041,928.7546670178122,903.6507822622796,4446.487017902197,5011.099286985631,23.333333333333332,-0.1736481776669304,0.984807753012208,0,18.86559357999957,-0.765884212205202,-0.6429785171332065,0.8214892585666033,0,0.3000000000000007,1,,2026-06-04 23:00:00+09:00,167.0,-9.0,-1.0,0.0,1,jma_O9_predicted
capture_anchor:88,-1,OSM_ro222_0_90,2026-06-05 02:21:00+09:00,2026-06-05 02:21:00+09:00,0,,6.150694235180317,,0.0,capture_gps_anchor,88,1,2026-06-05T02:00,24.8,98.0,24.5,0.2,51.0,1004.3,97.0,2026-06-05 02:00:00+09:00,0.2,0.19999999999999313,2.7,2.7,5.7,7.000000000000001,0.0,1,1,-20204.457199315162,-537180.8117051846,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,primary,10.000000000003459,67.52003380626172,5.671576253972205,3.0,509.861924130243,1709.9836483943247,166.370373272079,1938.7604871850815,4921.398870125868,7435.153645514246,2.35,0.5771451900372336,0.8166415551616789,0,18.991288024444458,-0.7828040036612792,-0.6222683439255704,0.8111341719627851,0,0.3000000000000007,1,,2026-06-05 02:00:00+09:00,115.0,-15.0,-1.0,0.12,1,jma_O9_predicted
capture_anchor:91,-1,OSM_ro34_0_24,2026-06-06 21:03:00+09:00,2026-06-06 21:03:00+09:00,0,,4.826543009198661,,0.0,capture_gps_anchor,91,1,2026-06-06T21:00,24.3,98.0,23.9,0.4,51.0,1006.6,100.0,2026-06-06 21:00:00+09:00,0.4,0.7999999999999929,8.0,25.099999999999998,52.800000000000004,75.39999999999999,0.0,1,1,-12317.313838366483,-535955.3412765278,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000006356,109.37831678614077,0.0,10.0,406.92148173682165,178.14638548298427,90.73376977010459,204.91828682469674,3197.8711257071477,3840.7208805911805,21.05,-0.6977904598416802,0.7163019434246541,0,20.77045469111161,-0.9573568382532011,-0.2889080896233855,0.6444540448116928,0,0.40000000000000213,1,,2026-06-06 21:00:00+09:00,147.0,26.0,1.0,0.18,1,jma_O9_predicted
capture_anchor:92,-1,OSM_ro364_0_31,2026-06-06 21:31:00+09:00,2026-06-06 21:31:00+09:00,0,,1.6071017237252638,,0.0,capture_gps_anchor,92,1,2026-06-06T22:00,24.1,97.0,23.7,2.5,63.0,1005.9,100.0,2026-06-06 22:00:00+09:00,2.5,3.099999999999993,7.6000000000000005,23.5,52.9,76.1,0.0,1,1,-11286.697879043131,-535925.5656392197,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000004164,80.94260351269077,0.0,10.0,285.8771395559249,42.75854895566086,163.37148103772404,156.13758510893857,3746.520290183212,4195.925423193723,21.516666666666666,-0.6052939880428949,0.7960020025346216,0,20.78989913555577,-0.9585439034198132,-0.2849448810150972,0.6424724405075486,0,0.40000000000000213,1,,2026-06-06 22:00:00+09:00,165.0,18.0,1.0,0.12,1,jma_O9_predicted
capture_anchor:93,-1,OSM_ro338_0_1,2026-06-06 22:26:00+09:00,2026-06-06 22:26:00+09:00,0,,7.93814800808637,,0.0,capture_gps_anchor,93,1,2026-06-06T22:00,24.1,97.0,23.7,2.5,63.0,1005.9,100.0,2026-06-06 22:00:00+09:00,2.5,3.099999999999993,7.6000000000000005,23.5,52.9,76.1,0.0,1,1,-9867.979794295765,-532907.6714607081,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000010745,143.71714094689344,0.0,10.0,277.20755371539644,27.21695630626245,398.0133317085651,3410.317285570963,7040.812818996506,7530.6564649038255,22.433333333333334,-0.39874906892524664,0.9170600743851238,0,20.828093579999205,-0.9608278544924272,-0.2771458713953341,0.638572935697667,0,0.40000000000000213,1,,2026-06-06 22:00:00+09:00,165.0,18.0,1.0,0.12,1,jma_O9_predicted
capture_anchor:94,-1,OSM_ro257_0_16,2026-06-06 22:29:00+09:00,2026-06-06 22:29:00+09:00,0,,0.17951340139074687,,0.0,capture_gps_anchor,94,1,2026-06-06T22:00,24.1,97.0,23.7,2.5,63.0,1005.9,100.0,2026-06-06 22:00:00+09:00,2.5,3.099999999999993,7.6000000000000005,23.5,52.9,76.1,0.0,1,1,-10013.790036672537,-532754.7876582732,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000059906,315.7394208770231,0.0,10.0,114.55375909950894,101.00239875707803,597.1647165616349,3480.132329482667,7097.307246255381,7609.361965698199,22.483333333333334,-0.38671096163682017,0.922200971670452,0,20.830176913333872,-0.9609506100310827,-0.2767199397963398,0.6383599698981699,0,0.40000000000000213,1,,2026-06-06 22:00:00+09:00,165.0,18.0,1.0,0.12,1,jma_O9_predicted
capture_anchor:95,-1,OSM_ro119_0_263,2026-06-10 20:03:00+09:00,2026-06-10 20:03:00+09:00,0,,2.359779470467949,,0.0,capture_gps_anchor,95,1,2026-06-10T20:00,21.3,98.0,20.9,0.5,53.0,1008.3,100.0,2026-06-10 20:00:00+09:00,0.5,1.599999999999993,3.800000000000004,9.6,23.4,152.1,0.0,1,1,-16660.485826998774,-539165.1496095341,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,secondary,10.00000000000628,150.82125912130317,0.0,5.0,101.87691811394095,348.4363706327678,116.57159124461212,2961.5668805988657,1243.1445146452309,3480.8670982013177,20.05,-0.8594064115014526,0.5112930860770523,0,24.72878802444373,-0.8529823875126827,0.5219396963186107,0.23903015184069465,0,0.40000000000000213,1,,2026-06-10 20:00:00+09:00,89.0,-6.0,-1.0,0.06,1,jma_O9_predicted
capture_anchor:96,-1,OSM_ro278_0_17,2026-06-10 21:07:00+09:00,2026-06-10 21:07:00+09:00,0,,3.725036372238675,,0.0,capture_gps_anchor,96,1,2026-06-10T21:00,21.5,98.0,21.1,1.1,55.0,1008.4,100.0,2026-06-10 21:00:00+09:00,1.1,2.099999999999993,4.800000000000004,9.5,23.2,151.5,0.0,1,1,-11639.347676856229,-535554.8986716133,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,track,9.999999999996424,333.7002629539412,72.93571780803916,8.0,108.8176992955091,246.1670201130782,330.5838694823608,298.0996307390268,3859.5636125505466,4406.505940350276,21.116666666666667,-0.6851829903263594,0.7283709698824,0,24.773232468889347,-0.8480086592680519,0.5299823712222899,0.23500881438885507,0,0.3999999999999986,1,,2026-06-10 21:00:00+09:00,93.0,4.0,1.0,0.0,1,jma_O9_predicted
capture_anchor:97,-1,OSM_ro92_0_8,2026-06-10 21:09:00+09:00,2026-06-10 21:09:00+09:00,0,,5.501202499444025,,0.0,capture_gps_anchor,97,1,2026-06-10T21:00,21.5,98.0,21.1,1.1,55.0,1008.4,100.0,2026-06-10 21:00:00+09:00,1.1,2.099999999999993,4.800000000000004,9.5,23.2,151.5,0.0,1,1,-11579.57800339713,-535755.107718087,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,residential,9.999999999993278,288.06646904780155,0.0,4.0,61.06320781192884,343.0731665793946,136.28045932206,111.2592466392768,3718.966566165805,4238.525674145295,21.15,-0.6788007455329418,0.7343225094356856,0,24.774621357777306,-0.8478520060399756,0.5302329448968531,0.23488352755157343,0,0.3999999999999986,1,,2026-06-10 21:00:00+09:00,93.0,4.0,1.0,0.0,1,jma_O9_predicted
capture_anchor:99,-1,OSM_ro364_0_71,2026-06-10 21:20:00+09:00,2026-06-10 21:20:00+09:00,0,,3.8470688506243484,,0.0,capture_gps_anchor,99,1,2026-06-10T21:00,21.5,98.0,21.1,1.1,55.0,1008.4,100.0,2026-06-10 21:00:00+09:00,1.1,2.099999999999993,4.800000000000004,9.5,23.2,151.5,0.0,1,1,-11031.821470499683,-535873.087702903,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.00000000003435,154.43898866377026,0.0,10.0,519.0672948784223,51.12246967060823,387.5807933663777,415.8219002479586,3946.850664016557,4357.148614117416,21.333333333333332,-0.6427876096865396,0.7660444431189778,0,24.782260246667448,-0.8469890901742398,0.5316102718400139,0.23419486407999307,0,0.3999999999999986,1,,2026-06-10 21:00:00+09:00,93.0,4.0,1.0,0.0,1,jma_O9_predicted
capture_anchor:98,-1,OSM_ro364_0_70,2026-06-10 21:20:00+09:00,2026-06-10 21:20:00+09:00,0,,1.5613074680153474,,0.0,capture_gps_anchor,98,1,2026-06-10T21:00,21.5,98.0,21.1,1.1,55.0,1008.4,100.0,2026-06-10 21:00:00+09:00,1.1,2.099999999999993,4.800000000000004,9.5,23.2,151.5,0.0,1,1,-11036.136190192827,-535864.0664394675,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,unclassified,10.000000000035135,154.43898866376082,0.0,10.0,513.6995192481862,42.086887949288446,395.4972417688056,413.14638133653716,3951.010039851671,4363.094950803056,21.333333333333332,-0.6427876096865396,0.7660444431189778,0,24.782260246667448,-0.8469890901742398,0.5316102718400139,0.23419486407999307,0,0.3999999999999986,1,,2026-06-10 21:00:00+09:00,93.0,4.0,1.0,0.0,1,jma_O9_predicted
capture_anchor:100,-1,OSM_ro823_0_2,2026-06-13 00:04:00+09:00,2026-06-13 00:04:00+09:00,0,,2.1206925796522116,,0.0,capture_gps_anchor,100,1,2026-06-13T00:00,20.8,88.0,18.7,0.0,3.0,1012.6,100.0,2026-06-13 00:00:00+09:00,0.0,0.39999999999999286,0.4000000000000035,0.7000000000000001,0.7,1.7,2.0,1,1,-16154.135572883282,-535253.647442217,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,service,9.999999999940233,311.5589801419825,0.0,6.0,175.02495536983164,219.2285144386376,287.66962071832734,4095.2580484692903,3154.378521494526,5361.818044408852,0.06666666666666667,0.01745240643728351,0.9998476951563913,0,26.89614913555468,-0.5316320396159206,0.8469754273022424,0.0765122863488788,0,2.1000000000000014,0,,2026-06-13 00:00:00+09:00,120.0,15.0,1.0,0.06,1,jma_O9_predicted
