session_file,visit_index,segment_id,entered_at,exited_at,point_count,mean_speed_mps,mean_match_distance_m,elevation_m,duration_s,elevation_delta_m,slope_observed_deg,local_relief_proxy_m
2026-08-13.gpx,47,OSM_ro119_0_137,2026-08-13 20:20:37.999000+09:00,2026-08-13 20:20:39.999000+09:00,3,6.270096850775777,3.2332353440937993,10.756,2.0,1.274000000000001,7.26037044986951,0.0
2026-08-13.gpx,48,OSM_ro119_0_139,2026-08-13 20:20:40.999000+09:00,2026-08-13 20:20:42.999000+09:00,3,6.091828627860802,2.825494361538747,11.365,2.0,0.609,3.4850088133311043,0.0
2026-08-13.gpx,49,OSM_ro119_0_141,2026-08-13 20:20:43.999000+09:00,2026-08-13 20:20:46.999000+09:00,4,5.983722883352044,3.9507640279025655,12.555,3.0,1.1899999999999995,6.786284315982585,0.0
2026-08-13.gpx,50,OSM_ro119_0_143,2026-08-13 20:20:47.999000+09:00,2026-08-13 20:20:49.999000+09:00,3,5.928412398487775,3.357124827973653,13.604,2.0,1.0489999999999995,5.988425792076967,0.0
2026-08-13.gpx,51,OSM_ro119_0_145,2026-08-13 20:20:50.999000+09:00,2026-08-13 20:20:52.999000+09:00,3,7.445943778776262,4.614626395374299,14.802,2.0,1.1980000000000004,6.831476659006914,0.0
2026-08-13.gpx,52,OSM_ro119_0_147,2026-08-13 20:20:53.999000+09:00,2026-08-13 20:20:54.999000+09:00,2,7.787510073302397,3.980651804767105,15.402999999999999,1.0,0.6009999999999991,3.4393393537602006,0.0
2026-08-13.gpx,53,OSM_ro119_0_149,2026-08-13 20:20:55.999000+09:00,2026-08-13 20:20:57.999000+09:00,3,7.892918383619969,4.204312529215361,15.947,2.0,0.5440000000000005,3.113821186495529,0.0
2026-08-13.gpx,54,OSM_ro119_0_151,2026-08-13 20:20:58.999000+09:00,2026-08-13 20:21:00.999000+09:00,3,7.4763309925855275,5.841891624636872,16.058,2.0,0.11100000000000065,0.635957034697905,0.0
2026-08-13.gpx,55,OSM_ro119_0_153,2026-08-13 20:21:01.999000+09:00,2026-08-13 20:21:03+09:00,2,7.672752029898977,5.1737470417039075,16.3205,1.001,0.2624999999999993,1.5036689017071139,0.0
2026-08-13.gpx,56,OSM_ro119_0_155,2026-08-13 20:21:04+09:00,2026-08-13 20:21:06+09:00,3,7.582855348749853,5.326244035588212,17.883,2.0,1.5625,8.880659150520245,0.0
2026-08-13.gpx,57,OSM_ro119_0_157,2026-08-13 20:21:07+09:00,2026-08-13 20:21:09+09:00,3,7.466110504601595,6.476426303016279,18.964,2.0,1.0809999999999995,6.169715901019776,0.0
2026-08-13.gpx,58,OSM_ro119_0_159,2026-08-13 20:21:10+09:00,2026-08-13 20:21:11+09:00,2,7.227578862926754,4.377766937034883,20.5955,1.0,1.6315000000000026,9.2661666342551,0.0
2026-08-13.gpx,59,OSM_ro119_0_160,2026-08-13 20:21:12+09:00,2026-08-13 20:21:13+09:00,2,6.598197389407565,4.904813356910766,21.8245,1.0,1.2289999999999992,7.006515847438006,0.0
2026-08-13.gpx,60,OSM_ro119_0_161,2026-08-13 20:21:14+09:00,2026-08-13 20:21:15+09:00,2,6.3088943224512635,7.347803135912958,22.9835,1.0,1.158999999999999,6.611084328822366,0.0
2026-08-13.gpx,61,OSM_ro119_0_163,2026-08-13 20:21:16+09:00,2026-08-13 20:21:18+09:00,3,6.041108534479925,6.358615526988039,25.057,2.0,2.0734999999999992,11.7142811236578,0.0
2026-08-13.gpx,62,OSM_ro119_0_165,2026-08-13 20:21:19+09:00,2026-08-13 20:21:21+09:00,3,6.121917447278713,4.281244056207733,26.838,2.0,1.7810000000000024,10.0984933532935,0.0
2026-08-13.gpx,63,OSM_ro119_0_167,2026-08-13 20:21:22+09:00,2026-08-13 20:21:24+09:00,3,6.723242659952679,3.5448893482225263,29.567,2.0,2.728999999999999,15.264329697510382,0.0
2026-08-13.gpx,64,OSM_ro119_0_169,2026-08-13 20:21:25+09:00,2026-08-13 20:21:27+09:00,3,6.930085762842277,4.038003497351846,31.156,2.0,1.5889999999999986,9.028814215356991,0.0
2026-08-13.gpx,65,OSM_ro119_0_171,2026-08-13 20:21:28+09:00,2026-08-13 20:21:30+09:00,3,6.8826884827325445,6.490540659453017,31.901,2.0,0.745000000000001,4.260664622072298,0.0
2026-08-13.gpx,66,OSM_ro119_0_173,2026-08-13 20:21:31+09:00,2026-08-13 20:21:33+09:00,3,6.694437359159326,8.63662262416422,33.3,2.0,1.3989999999999974,7.963990880192143,0.0
2026-08-13.gpx,67,OSM_ro119_0_175,2026-08-13 20:21:33.999000+09:00,2026-08-13 20:21:35.999000+09:00,3,6.549992471153487,9.796243487907752,34.378,2.0,1.078000000000003,6.152725163789005,0.0
2026-08-13.gpx,68,OSM_ro119_0_177,2026-08-13 20:21:36.999000+09:00,2026-08-13 20:21:38.999000+09:00,3,6.08222430382715,8.364230141991653,35.965,2.0,1.5870000000000033,9.017636922207357,0.0
2026-08-13.gpx,69,OSM_ro119_0_179,2026-08-13 20:21:39.999000+09:00,2026-08-13 20:21:40.999000+09:00,2,5.712815250838405,3.133341740510562,37.335,1.0,1.3699999999999974,7.8009582993962825,0.8659999999999997
2026-08-13.gpx,70,OSM_ro119_0_180,2026-08-13 20:21:41.999000+09:00,2026-08-13 20:21:42.999000+09:00,2,5.5957971258615755,2.6783736573080126,37.955,1.0,0.6199999999999974,3.547797069667876,1.485999999999997
2026-08-13.gpx,71,OSM_ro119_0_181,2026-08-13 20:21:43.999000+09:00,2026-08-13 20:21:44.999000+09:00,2,5.849157161634597,3.967544372719887,38.5925,1.0,0.6375000000000028,3.647669835158219,2.1235
2026-08-13.gpx,72,OSM_ro119_0_183,2026-08-13 20:21:45.999000+09:00,2026-08-13 20:21:48.999000+09:00,4,6.009471353569738,6.201468682502091,38.6265,3.0,0.03399999999999892,0.1948048996985742,2.157499999999999
2026-08-13.gpx,73,OSM_ro119_0_185,2026-08-13 20:21:49.999000+09:00,2026-08-13 20:21:51.999000+09:00,3,7.076721119238255,9.422387616079922,37.459,2.0,-1.1674999999999969,-6.6591355335231945,0.990000000000002
2026-08-13.gpx,74,OSM_ro119_0_187,2026-08-13 20:21:52.999000+09:00,2026-08-13 20:21:54.999000+09:00,3,7.162490457612459,9.611561416625358,36.469,2.0,-0.990000000000002,-5.653859044235856,0.0
2026-08-13.gpx,75,OSM_ro119_0_189,2026-08-13 20:21:55.999000+09:00,2026-08-13 20:21:56.999000+09:00,2,7.670733236012595,6.586087917045898,35.069500000000005,1.0,-1.3994999999999962,-7.966800656540324,0.0
2026-08-13.gpx,76,OSM_ro119_0_191,2026-08-13 20:21:57.999000+09:00,2026-08-13 20:21:59.999000+09:00,3,7.494768382345605,5.34858026599746,33.638,2.0,-1.4315000000000069,-8.146545568253043,0.0
2026-08-13.gpx,77,OSM_ro119_0_193,2026-08-13 20:22:00.999000+09:00,2026-08-13 20:22:02.999000+09:00,3,6.74653088486457,6.404021996675518,32.439,2.0,-1.198999999999998,-6.837125102583149,0.0
2026-08-13.gpx,78,OSM_ro119_0_195,2026-08-13 20:22:03.999000+09:00,2026-08-13 20:22:05.999000+09:00,3,6.714643556712492,3.9492206502100493,30.748,2.0,-1.690999999999999,-9.59792007791408,0.0
2026-08-13.gpx,79,OSM_ro119_0_197,2026-08-13 20:22:06.999000+09:00,2026-08-13 20:22:08.999000+09:00,3,6.875741860842836,3.5296534377463176,29.148,2.0,-1.6000000000000014,-9.09027692082233,0.0
2026-08-13.gpx,80,OSM_ro119_0_199,2026-08-13 20:22:09.999000+09:00,2026-08-13 20:22:11.999000+09:00,3,6.8353133808434805,2.722279329743884,27.738,2.0,-1.4100000000000001,-8.025797031255049,0.0
2026-08-13.gpx,81,OSM_ro119_0_201,2026-08-13 20:22:12.999000+09:00,2026-08-13 20:22:14.999000+09:00,3,7.396291437812632,5.315748806737564,26.364,2.0,-1.3739999999999988,-7.823453171058762,0.0
2026-08-13.gpx,82,OSM_ro119_0_203,2026-08-13 20:22:15.999000+09:00,2026-08-13 20:22:16.999000+09:00,2,8.439904071233844,6.316279250172867,25.3585,1.0,-1.0055000000000014,-5.741792107474174,0.0
2026-08-13.gpx,83,OSM_ro119_0_205,2026-08-13 20:22:17.999000+09:00,2026-08-13 20:22:19.999000+09:00,3,8.201750005790961,7.77241124897535,24.126,2.0,-1.2324999999999982,-7.026270142766072,0.0
2026-08-13.gpx,84,OSM_ro119_0_207,2026-08-13 20:22:20.999000+09:00,2026-08-13 20:22:21.999000+09:00,2,8.570425264427124,7.85209928148986,23.3305,1.0,-0.7955000000000005,-4.548301206855973,0.0
2026-08-13.gpx,85,OSM_ro119_0_209,2026-08-13 20:22:22.999000+09:00,2026-08-13 20:22:23.999000+09:00,2,8.059237033878707,5.3213629009456564,22.4,1.0,-0.9305000000000021,-5.3160648491983995,0.0
2026-08-13.gpx,86,OSM_ro119_0_211,2026-08-13 20:22:24.999000+09:00,2026-08-13 20:22:26.999000+09:00,3,7.84110811050806,4.208897506185839,20.935,2.0,-1.4649999999999999,-8.334543154129515,0.0
2026-08-13.gpx,87,OSM_ro119_0_213,2026-08-13 20:22:27.999000+09:00,2026-08-13 20:22:28.999000+09:00,2,7.396396075831666,1.266415007257823,18.5925,1.0,-2.3424999999999976,-13.18382148432423,0.0
2026-08-13.gpx,88,OSM_ro119_0_214,2026-08-13 20:22:29.999000+09:00,2026-08-13 20:22:30.999000+09:00,2,7.095530161008488,3.4939387353157594,17.4075,1.0,-1.1850000000000023,-6.75803478924869,0.0
2026-08-13.gpx,89,OSM_ro119_0_216,2026-08-13 20:22:31.999000+09:00,2026-08-13 20:22:33.999000+09:00,3,7.127303870778146,2.9981588084723434,15.287,2.0,-2.120499999999998,-11.972227917029501,0.0
2026-08-13.gpx,90,OSM_ro119_0_218,2026-08-13 20:22:34.999000+09:00,2026-08-13 20:22:35.999000+09:00,2,7.6612221993222445,2.046726471428472,14.5455,1.0,-0.7415000000000003,-4.240721270616125,0.0
2026-08-13.gpx,91,OSM_ro119_0_220,2026-08-13 20:22:36.999000+09:00,2026-08-13 20:22:38.999000+09:00,3,8.12938111094727,3.285629004885772,14.219,2.0,-0.3265000000000011,-1.8700428872987207,0.0
2026-08-13.gpx,92,OSM_ro119_0_222,2026-08-13 20:22:39.999000+09:00,2026-08-13 20:22:40.999000+09:00,2,8.683006408445184,3.586947504755332,13.418,1.0,-0.8010000000000002,-4.579614356470496,0.0
2026-08-13.gpx,93,OSM_ro119_0_224,2026-08-13 20:22:41.999000+09:00,2026-08-13 20:22:42.999000+09:00,2,8.569866227694854,1.7297055791437415,12.349,1.0,-1.068999999999999,-6.10174644540909,0.0
2026-08-13.gpx,94,OSM_ro119_0_225,2026-08-13 20:22:43.999000+09:00,2026-08-13 20:22:43.999000+09:00,1,8.51922020867011,1.1535996055700894,11.842,0.0,-0.5069999999999997,-2.902410850994098,0.0
2026-08-13.gpx,95,OSM_ro119_0_226,2026-08-13 20:22:44.999000+09:00,2026-08-13 20:22:45.999000+09:00,2,8.328039742195315,3.8296201248108055,11.4545,1.0,-0.38750000000000107,-2.219101194148879,0.0
2026-08-13.gpx,96,OSM_ro119_0_228,2026-08-13 20:22:46.999000+09:00,2026-08-13 20:22:47.999000+09:00,2,8.077149029046673,1.7012813154007098,10.8835,1.0,-0.5709999999999997,-3.268040375774899,0.0
2026-08-13.gpx,97,OSM_ro119_0_230,2026-08-13 20:22:48.999000+09:00,2026-08-13 20:22:50.999000+09:00,3,7.8675134072913835,2.4166809798106765,10.151,2.0,-0.7324999999999999,-4.189433650892629,0.0
2026-08-13.gpx,98,OSM_ro119_0_232,2026-08-13 20:22:51.999000+09:00,2026-08-13 20:22:52.999000+09:00,2,7.5612801575232105,1.0737324890614488,9.4565,1.0,-0.6944999999999997,-3.9728127228233,0.0
2026-08-13.gpx,99,OSM_ro119_0_233,2026-08-13 20:22:53.999000+09:00,2026-08-13 20:22:54.999000+09:00,2,7.374574095960312,3.438870648402458,9.065000000000001,1.0,-0.39149999999999885,-2.2419847888920397,0.0
2026-08-13.gpx,100,OSM_ro119_0_235,2026-08-13 20:22:55.999000+09:00,2026-08-13 20:22:57.999000+09:00,3,7.143774480314025,3.2570087762037248,8.748,2.0,-0.31700000000000195,-1.815668191184453,-0.14150000000000063
2026-08-13.gpx,101,OSM_ro119_0_237,2026-08-13 20:22:58.999000+09:00,2026-08-13 20:22:59.999000+09:00,2,7.087920933432964,1.7472906831263224,8.359,1.0,-0.38899999999999935,-2.2276826255763695,-0.38899999999999935
2026-08-13.gpx,102,OSM_ro119_0_238,2026-08-13 20:23:00.999000+09:00,2026-08-13 20:23:01.999000+09:00,2,7.081318781561397,3.7136760239692084,8.5135,1.0,0.15450000000000053,0.8851493688372548,-0.08750000000000036
2026-08-13.gpx,103,OSM_ro119_0_240,2026-08-13 20:23:02.999000+09:00,2026-08-13 20:23:04.999000+09:00,3,7.165418472545334,3.1449030488601384,8.561,2.0,0.04749999999999943,0.2721529058828063,-0.006999999999999673
2026-08-13.gpx,104,OSM_ro119_0_242,2026-08-13 20:23:05.999000+09:00,2026-08-13 20:23:07.999000+09:00,3,7.024995469769194,3.9620986296660767,8.601,2.0,0.040000000000000924,0.22918189575410566,0.040000000000000924
2026-08-13.gpx,105,OSM_ro119_0_244,2026-08-13 20:23:09+09:00,2026-08-13 20:23:10+09:00,2,7.175486968521417,2.4091019905118447,8.8895,1.0,0.2884999999999991,1.652524862793428,0.37599999999999945
2026-08-13.gpx,106,OSM_ro119_0_246,2026-08-13 20:23:11+09:00,2026-08-13 20:23:13+09:00,3,7.219096765461927,2.025722212334123,8.568,2.0,-0.32150000000000034,-1.8414250400072516,0.20899999999999963
2026-08-13.gpx,107,OSM_ro119_0_248,2026-08-13 20:23:14+09:00,2026-08-13 20:23:16+09:00,3,7.174896543993842,2.83135235195121,7.686,2.0,-0.8819999999999997,-5.040444481164993,-0.4789999999999992
2026-08-13.gpx,108,OSM_ro119_0_250,2026-08-13 20:23:17+09:00,2026-08-13 20:23:19+09:00,3,6.999096210003891,3.12139016220839,8.165,2.0,0.4789999999999992,2.7423717453481236,0.09499999999999886
2026-08-13.gpx,109,OSM_ro119_0_252,2026-08-13 20:23:20+09:00,2026-08-13 20:23:22+09:00,3,6.489605353054798,3.1151875436187404,8.07,2.0,-0.09499999999999886,-0.544293531604586,0.0
2026-08-13.gpx,110,OSM_ro119_0_254,2026-08-13 20:23:23+09:00,2026-08-13 20:23:25+09:00,3,6.679830519144299,2.8141048653202767,7.849,2.0,-0.22100000000000009,-1.2660306400687868,-0.22100000000000009
2026-08-13.gpx,111,OSM_ro119_0_256,2026-08-13 20:23:26+09:00,2026-08-13 20:23:28+09:00,3,6.409649834618121,2.612499770418698,7.339,2.0,-0.5099999999999998,-2.9195552540520304,-0.7309999999999999
2026-08-13.gpx,112,OSM_ro119_0_258,2026-08-13 20:23:29+09:00,2026-08-13 20:23:31+09:00,3,6.886392875068801,3.1056710478607314,7.352,2.0,0.0129999999999999,0.0744844714074398,-0.718
2026-08-13.gpx,113,OSM_ro119_0_260,2026-08-13 20:23:32+09:00,2026-08-13 20:23:34+09:00,3,6.864261931947399,3.4080735802540914,7.657,2.0,0.3049999999999997,1.7469797001748903,-0.5079999999999991
2026-08-13.gpx,114,OSM_ro119_0_262,2026-08-13 20:23:35+09:00,2026-08-13 20:23:37+09:00,3,7.053380006603301,3.102145200107081,8.456,2.0,0.7989999999999995,4.568228072820227,0.0909999999999993
2026-08-13.gpx,115,OSM_ro119_0_264,2026-08-13 20:23:38+09:00,2026-08-13 20:23:39+09:00,2,7.326801485888806,1.1422927084339571,8.492999999999999,1.0,0.036999999999999034,0.2119934168053053,0.036999999999999034
2026-08-13.gpx,116,OSM_ro119_0_265,2026-08-13 20:23:39.999000+09:00,2026-08-13 20:23:40.999000+09:00,2,7.285117933940017,3.463905827341949,8.563500000000001,1.0,0.07050000000000267,0.40392855356962903,0.0945000000000018
2026-08-13.gpx,117,OSM_ro119_0_267,2026-08-13 20:23:41.999000+09:00,2026-08-13 20:23:43.999000+09:00,3,6.871190237605742,3.024950413666966,8.365,2.0,-0.198500000000001,-1.1371718819221859,-0.12799999999999834
2026-08-13.gpx,118,OSM_ro119_0_269,2026-08-13 20:23:44.999000+09:00,2026-08-13 20:23:46.999000+09:00,3,6.779751677639612,3.4187692401719665,8.469,2.0,0.1039999999999992,0.5958546250102167,-0.08000000000000007
2026-08-13.gpx,119,OSM_ro119_0_271,2026-08-13 20:23:47.999000+09:00,2026-08-13 20:23:49.999000+09:00,3,7.0420777203677245,4.240511354809549,8.549,2.0,0.08000000000000007,0.4583564580004319,-0.014500000000001734
2026-08-13.gpx,120,OSM_ro119_0_273,2026-08-13 20:23:50.999000+09:00,2026-08-13 20:23:51.999000+09:00,2,7.775020849033362,3.1991938611259667,8.751999999999999,1.0,0.2029999999999994,1.162944595720218,0.0
